0.019,0.873,0.417,106.995,-5.310,6.775
-0.076,0.692,0.486,112.793,8.972,0.549
0.008,0.590,0.516,106.384,-2.075,-1.587
-0.030,0.383,0.450,108.887,-7.629,4.944
-0.115,0.250,0.273,119.080,3.662,11.475
0.100,0.072,-0.222,121.826,-0.244,15.625
0.009,-0.009,-0.044,113.708,-6.226,14.954
0.012,-0.025,-0.008,111.694,-6.470,15.869
0.019,-0.038,0.016,107.727,-6.897,16.846
0.027,-0.062,0.056,101.440,-7.324,17.883
0.457,0.218,1.923,95.886,-7.935,19.470
0.502,3.231,-1.214,-403.931,70.679,-22.888
0.101,0.741,1.935,-17.334,59.326,-25.879
-0.046,-0.530,-1.284,-66.040,57.373,-32.837
0.041,-0.030,-0.236,-125.610,38.879,-26.978
0.335,1.162,1.067,-141.357,38.879,-25.269
0.354,0.655,-0.535,109.802,9.399,-23.132
0.020,0.237,0.450,61.584,4.822,-17.761
0.104,0.354,1.057,44.434,24.902,-15.686
0.244,0.039,1.141,49.316,16.357,-14.404
0.182,0.010,0.823,46.936,4.761,-8.423
--- Inicio de captura ---
0.005,0.963,0.126,6.042,1.770,1.831
0.006,0.967,0.127,6.165,3.357,2.869
0.016,0.967,0.132,8.118,4.517,3.296
0.011,0.962,0.133,7.385,4.089,2.686
0.005,0.964,0.144,8.057,3.845,2.869
0.003,0.966,0.140,8.606,4.028,3.052
-0.001,0.964,0.150,7.874,3.601,2.502
0.001,0.975,0.138,6.653,1.648,3.174
0.002,0.953,0.103,7.568,-3.479,3.418
0.010,0.999,0.053,8.606,-10.803,3.723
0.030,1.031,0.041,19.470,-27.466,2.869
-0.027,1.076,0.052,60.852,-29.480,3.784
-0.035,1.049,0.126,60.425,-7.751,3.113
-0.017,1.047,0.200,65.857,-6.836,5.676
-0.018,0.968,0.153,83.923,-3.235,3.357
0.014,0.791,0.169,84.167,-8.362,0.977
-0.120,0.661,0.335,83.862,0.366,-0.061
-0.025,0.267,0.167,98.694,20.142,-2.625
0.086,0.011,0.032,98.572,10.925,4.089
-0.001,0.005,-0.001,90.454,6.897,4.028
0.002,0.001,0.015,90.027,6.470,3.967
0.011,-0.008,0.041,89.050,5.432,3.784
0.019,-0.013,0.078,87.830,3.845,3.723
0.038,-0.019,0.162,87.097,1.404,4.028
0.446,2.983,4.000,133.179,159.668,23.315
0.320,0.116,0.378,178.528,-75.806,-12.085
-0.116,0.661,-0.282,-89.905,39.978,-6.287
-0.045,-0.021,0.199,84.167,-7.446,-2.686
-0.026,-0.101,-0.140,103.210,10.559,-1.160
-0.029,-0.101,0.093,86.670,10.925,0.610
1.861,-4.000,1.694,78.247,-44.556,10.559
-0.170,-0.179,-0.179,-100.647,-41.931,-3.906
-0.176,-0.456,0.703,-47.852,-9.338,18.372
-0.130,-0.452,0.984,-44.250,-1.343,18.799
-0.025,-0.345,0.989,-77.454,9.766,18.860
0.040,-0.170,0.900,-97.473,9.216,15.015
0.085,-0.058,0.911,-89.905,10.315,8.545
0.087,0.106,0.963,-73.608,8.301,5.127
0.049,0.266,0.965,-67.566,9.827,4.089
0.050,0.303,0.921,-52.246,12.573,3.296
--- Inicio de captura ---
0.047,0.980,0.052,5.188,-0.732,1.587
0.030,0.972,0.065,3.479,-0.244,0.793
0.021,0.969,0.065,2.075,1.282,0.549
0.035,0.987,0.059,3.052,2.563,0.671
0.034,0.990,0.048,4.333,2.869,1.282
0.021,0.969,0.038,4.211,3.479,2.014
0.028,0.979,0.036,3.357,2.869,2.686
0.026,0.980,0.041,2.991,1.770,2.625
0.019,0.976,0.038,3.296,-0.793,3.052
0.032,1.037,-0.025,1.343,-5.493,2.869
0.032,1.122,-0.128,5.249,-23.376,0.305
0.026,1.124,-0.104,87.585,-36.499,1.343
0.024,1.137,-0.047,71.899,-18.250,0.000
0.045,0.923,-0.129,97.534,-21.790,-4.761
0.122,0.472,-0.078,99.731,-27.344,-13.000
0.030,0.047,0.079,100.281,-36.560,-3.357
-0.005,0.017,-0.028,87.769,-37.720,-1.404
-0.004,0.014,-0.014,88.135,-37.598,-0.244
-0.002,0.014,0.005,88.318,-37.842,0.549
-0.001,0.008,0.030,89.539,-37.842,2.014
-0.000,0.003,0.078,91.248,-37.598,3.662
-0.029,0.046,0.246,95.032,-36.133,5.676
0.423,-0.575,-4.000,108.826,191.223,106.628
-0.487,-0.683,0.506,251.099,-151.306,20.081
0.228,2.155,0.038,80.566,60.852,4.517
0.037,-0.047,0.131,139.648,34.607,18.494
0.009,-0.047,-0.070,151.367,40.527,15.198
1.552,-3.458,0.430,147.217,-38.635,3.784
0.168,-0.083,-0.193,-193.359,-87.769,-2.441
-0.100,-0.290,0.514,-78.430,-102.051,-5.127
-0.527,-1.060,1.317,-48.645,-33.508,0.183
-0.254,-0.480,1.040,-35.217,7.812,0.488
-0.203,-0.291,0.725,-17.517,5.920,-0.061
-0.177,-0.401,0.945,-16.296,14.404,-1.770
-0.083,-0.402,0.914,-24.414,18.127,-2.808
-0.032,-0.383,0.863,-30.640,15.137,-3.601
-0.039,-0.385,0.891,-34.668,10.559,-2.625
-0.052,-0.368,0.880,-44.678,8.179,-0.916
-0.064,-0.346,0.870,-57.373,7.690,0.061
-0.066,-0.277,0.858,-75.073,8.911,-0.122
--- Inicio de captura ---
0.023,0.968,-0.082,-4.272,-10.132,-5.737
0.019,1.019,-0.065,6.287,3.601,-0.793
0.042,1.012,-0.113,9.705,13.428,-4.700
0.004,1.138,-0.093,22.827,12.329,-5.249
0.062,1.064,-0.073,18.738,9.521,-9.277
0.148,1.016,-0.013,18.555,0.549,-5.371
0.168,1.063,-0.040,14.954,4.395,3.784
0.112,0.926,-0.096,11.292,4.822,3.296
0.148,0.890,-0.096,5.005,2.136,5.737
0.165,0.899,-0.059,-6.470,-0.732,7.568
0.137,0.856,0.017,-14.038,-5.798,3.845
0.143,1.006,0.070,-19.409,-9.949,-2.625
0.164,0.987,0.018,-13.733,-13.489,-5.920
0.136,0.964,-0.069,-1.953,-14.587,-6.470
0.114,1.016,-0.110,13.672,-10.315,-9.399
0.156,1.044,-0.144,27.771,-11.108,-10.803
0.178,0.992,-0.158,37.231,-12.817,-13.428
0.111,1.019,-0.185,43.213,-12.268,-15.320
0.154,0.992,-0.301,46.326,-4.089,-12.329
0.334,0.943,-0.342,55.420,-8.606,0.732
0.220,0.803,-0.242,65.186,-21.362,21.606
0.093,0.539,-0.088,76.355,-25.208,29.114
0.058,0.166,-0.039,85.388,-26.184,28.687
0.020,0.029,-0.055,81.543,-23.804,31.494
0.015,0.012,0.003,78.491,-25.696,31.982
0.017,0.016,0.022,79.041,-27.100,32.776
0.017,0.022,0.041,80.688,-28.442,33.936
0.020,0.031,0.094,83.923,-29.480,35.278
-2.838,-0.173,2.001,-4.272,-6.775,-37.476
0.234,-3.547,2.670,737.183,205.566,89.417
0.224,1.353,-1.481,-48.523,19.531,59.448
0.261,0.321,0.266,12.024,37.292,63.782
0.521,1.001,0.818,81.421,-3.845,67.993
0.165,0.667,0.955,85.083,-16.602,75.623
-0.164,0.322,1.086,11.719,-35.400,56.580
-0.181,0.581,0.789,-35.461,-6.714,18.677
-0.183,0.569,0.679,3.052,9.399,-0.854
-0.067,0.390,0.936,21.851,18.066,-5.188
0.074,0.251,0.913,7.507,14.648,-2.991
0.098,0.306,0.920,-4.456,4.639,-0.305
--- Inicio de captura ---
0.101,1.051,-0.206,14.221,-14.038,-13.428
0.138,1.088,-0.180,22.095,-15.381,-4.761
0.100,0.936,-0.175,22.766,-10.254,5.249
0.047,0.918,-0.195,12.573,-2.380,11.292
0.039,0.997,-0.146,5.127,-4.211,17.639
0.082,0.973,-0.148,5.981,-8.972,20.020
0.072,0.930,-0.111,3.723,-7.935,7.874
0.020,0.993,-0.116,11.047,-6.165,-4.089
-0.029,0.919,-0.100,14.709,0.366,-5.920
-0.034,0.961,-0.089,23.132,5.798,-2.930
0.032,0.913,-0.069,32.288,2.258,3.601
0.062,1.054,-0.080,25.635,2.136,9.460
-0.007,1.083,-0.058,44.312,3.418,10.803
-0.039,0.964,0.000,38.025,4.333,4.456
0.034,1.037,-0.039,33.630,5.493,5.737
0.129,1.147,-0.241,57.373,2.930,10.986
0.073,1.188,-0.184,65.125,0.122,15.991
0.054,1.147,-0.060,76.599,-0.305,10.437
0.076,1.068,-0.042,77.087,-8.850,7.996
0.036,0.821,0.106,85.632,-13.916,11.902
0.012,0.330,0.297,111.694,-23.804,16.968
-0.029,-0.027,0.187,109.741,-26.794,21.790
0.001,-0.002,-0.015,93.323,-21.790,22.278
-0.001,-0.001,0.003,91.309,-22.095,22.705
-0.001,-0.009,0.039,87.097,-20.752,22.644
0.004,-0.008,0.076,83.069,-19.470,22.278
0.001,-0.010,0.120,79.651,-16.663,21.057
-0.494,0.127,1.128,119.446,-9.277,28.320
0.034,-0.140,-0.015,-210.022,13.245,19.958
-0.463,-0.289,1.261,76.294,-56.580,51.147
0.010,0.194,-1.801,-3.052,21.240,23.621
-0.051,-0.019,0.001,-37.109,22.583,23.315
-0.011,-0.005,-0.062,-31.006,17.517,25.940
-0.075,-0.087,0.229,-21.606,16.663,25.513
-1.810,1.251,3.948,-34.851,89.478,20.081
0.128,0.089,1.033,-30.823,39.734,-8.240
-0.073,-0.035,0.008,-16.479,23.437,2.075
-0.024,0.087,0.517,-3.906,35.278,0.732
0.046,0.323,1.181,-26.855,65.369,-0.183
0.341,0.696,0.767,-12.451,17.883,-3.052
--- Inicio de captura ---
-0.015,0.930,-0.316,-0.549,5.371,2.441
0.035,0.978,-0.324,8.728,4.272,1.099
-0.001,0.940,-0.324,13.184,-0.061,-1.038
-0.030,0.932,-0.330,7.202,-1.099,-3.418
-0.034,0.949,-0.313,7.690,-0.305,-5.493
-0.038,0.920,-0.332,10.193,-3.174,-1.221
-0.039,0.933,-0.330,6.409,-4.578,1.770
-0.026,0.942,-0.299,2.502,-3.296,3.357
-0.010,0.928,-0.293,2.563,-1.831,3.601
-0.010,0.939,-0.293,4.456,-0.549,4.211
-0.020,0.929,-0.287,8.606,-0.366,3.662
-0.027,0.925,-0.293,14.038,-0.854,2.014
-0.018,0.957,-0.313,18.555,-1.343,1.465
0.012,1.024,-0.396,13.367,-6.653,4.517
0.012,1.051,-0.531,52.551,-31.433,4.028
0.017,1.041,-0.602,77.820,-13.123,6.958
0.052,1.040,-0.503,75.989,-15.930,13.794
0.071,1.099,-0.319,108.948,-9.766,7.874
0.137,0.518,-0.368,133.789,-22.217,12.573
-0.024,0.102,-0.029,127.014,-25.146,17.273
-0.000,0.014,-0.038,117.493,-23.071,17.822
0.001,0.015,-0.030,115.417,-22.278,18.372
0.000,0.017,-0.004,113.220,-21.790,18.799
0.001,0.020,0.024,112.000,-20.447,19.836
-0.002,0.025,0.065,110.962,-18.982,20.264
-0.007,0.032,0.156,111.511,-15.930,19.531
-1.198,-4.000,4.000,593.445,179.382,153.442
-0.651,0.741,-0.076,-17.761,-123.657,35.034
-0.263,1.418,1.043,-161.865,-26.367,9.155
-0.025,0.013,0.523,-37.231,5.737,24.780
-0.043,-0.001,0.124,-14.160,8.362,24.780
-0.162,-0.077,0.435,-0.610,9.033,22.400
-0.086,0.005,0.025,5.920,9.949,27.405
-1.504,1.443,2.570,-194.458,58.533,4.028
-0.031,-0.045,-0.045,-49.866,39.124,2.197
-0.000,0.040,-0.022,-36.682,42.114,3.723
-0.018,0.487,0.809,-39.734,45.166,4.028
0.154,1.471,0.864,36.743,17.395,-3.662
0.082,0.171,0.488,19.226,-3.235,-0.244
0.064,0.434,1.095,11.292,-2.136,4.395
--- Inicio de captura ---
0.067,0.978,-0.049,6.714,2.563,1.831
0.070,0.986,-0.053,6.653,2.869,2.136
0.063,0.982,-0.041,4.578,2.319,1.953
0.071,0.973,-0.042,2.625,1.709,1.648
0.074,0.984,-0.039,2.075,1.343,1.099
0.072,0.973,-0.044,2.808,0.793,2.075
0.072,0.977,-0.035,3.784,0.916,2.258
0.068,0.974,-0.023,5.859,0.793,2.075
0.078,0.970,-0.038,8.057,0.793,3.296
0.088,0.976,-0.032,13.062,-0.916,4.578
0.096,0.992,-0.045,11.108,-2.747,4.883
0.107,1.006,-0.085,11.597,0.427,5.859
0.118,1.019,-0.168,-5.493,3.174,10.864
0.105,1.129,-0.325,67.444,-25.085,16.907
0.080,1.033,-0.247,66.833,-11.047,17.029
0.032,1.032,-0.159,91.003,-12.085,17.822
0.037,0.877,-0.078,111.023,-14.526,9.155
0.204,0.501,-0.237,108.948,-23.315,1.038
-0.058,0.193,0.268,136.719,-48.950,5.554
0.013,0.053,-0.056,112.061,-38.879,15.808
-0.003,-0.000,-0.016,104.004,-39.246,16.846
-0.001,0.003,-0.006,101.807,-39.124,18.188
-0.004,0.001,0.037,99.304,-37.598,18.982
-0.005,-0.000,0.066,96.985,-34.912,19.836
-0.017,0.010,0.117,95.276,-31.494,20.081
-3.984,-2.472,4.000,370.972,-29.663,-3.357
0.481,-0.096,-1.986,-95.215,85.510,-32.043
0.644,-2.375,1.104,-84.229,65.369,-27.283
0.068,-0.286,0.102,-78.491,24.109,-12.024
0.018,0.073,-0.117,-58.350,52.490,-6.714
-0.025,0.011,0.022,-67.322,53.833,-5.798
0.620,4.000,2.219,-127.075,45.776,-10.803
0.257,1.187,-3.513,62.866,17.029,5.737
0.161,0.102,0.978,128.357,2.258,5.005
0.049,-0.413,0.862,74.341,-14.648,5.920
-0.036,-0.450,0.722,27.283,-11.475,3.601
-0.070,-0.441,0.819,-12.207,-13.489,-1.038
-0.099,-0.287,0.921,-48.218,-11.536,-5.859
-0.131,-0.024,0.892,-70.068,-10.254,-8.850
-0.157,0.226,0.879,-91.125,-5.981,-10.925
--- Inicio de captura ---
0.015,0.982,0.013,5.920,3.784,1.099
0.016,0.979,0.013,5.188,3.479,1.587
0.013,0.987,0.025,4.639,4.089,0.854
0.016,0.979,0.021,5.066,3.357,1.282
0.019,0.973,0.029,5.127,3.357,1.404
0.013,0.970,0.037,6.531,2.197,1.465
0.012,0.974,0.037,6.042,2.502,0.916
0.023,0.967,0.040,5.798,1.648,1.831
0.018,0.981,0.022,6.897,-0.305,1.587
0.027,0.970,0.001,6.165,-6.714,1.038
0.058,1.039,0.001,-1.038,-19.775,-2.869
0.065,1.000,-0.063,0.305,-42.847,-6.287
0.070,1.110,-0.146,10.620,-44.312,-3.967
0.075,0.960,-0.203,66.284,-11.658,10.071
0.105,1.067,-0.195,58.960,-13.123,10.254
0.052,0.925,-0.110,77.637,-16.296,13.000
0.021,0.754,-0.268,69.885,-9.155,-0.183
-0.010,0.488,-0.068,82.764,-15.686,-7.935
-0.026,-0.009,-0.008,88.623,-15.015,-9.338
-0.005,0.021,-0.006,76.172,-11.414,-9.155
-0.006,0.027,0.028,75.134,-12.207,-9.277
-0.005,0.030,0.060,74.951,-11.658,-9.094
0.000,0.037,0.101,75.562,-11.414,-8.850
0.008,0.052,0.132,78.430,-11.414,-8.606
0.023,0.171,0.359,83.008,-12.329,-9.216
1.007,-4.000,-1.100,-227.295,49.927,87.830
-0.051,-0.106,-0.908,79.895,-19.226,59.326
-0.107,1.307,-1.413,-78.613,-10.437,7.629
0.011,-0.017,0.166,-7.141,-20.752,7.812
-0.116,-0.092,0.274,9.094,-23.254,8.789
-0.383,-0.478,1.741,25.696,-3.113,16.052
-0.512,-0.610,1.721,74.829,-10.925,18.921
-0.359,-0.333,0.763,90.088,2.808,23.499
-0.228,-0.216,0.401,77.698,24.597,24.719
-0.240,-0.417,0.638,71.533,25.879,23.376
-0.295,-0.751,1.003,50.903,33.020,21.729
-0.172,-0.793,0.938,-2.808,40.649,18.433
-0.041,-0.579,0.658,-50.232,36.133,13.794
-0.006,-0.562,0.678,-67.627,33.813,12.878
0.007,-0.578,0.706,-77.271,31.860,12.878
--- Inicio de captura ---
-0.112,0.984,0.087,3.540,-22.766,3.296
-0.105,1.000,0.101,-0.305,-27.344,-0.854
-0.093,0.963,0.085,-3.052,-33.569,-4.883
-0.097,0.972,0.084,-3.601,-34.485,-5.920
-0.108,0.955,0.060,0.061,-32.532,-3.967
-0.104,0.968,0.063,1.343,-27.710,-2.563
-0.099,0.952,0.043,4.272,-22.949,-2.930
-0.101,0.954,0.033,3.235,-18.616,-2.686
-0.105,0.959,0.032,2.197,-11.780,-2.869
-0.084,0.946,0.017,0.244,-4.211,-4.028
-0.063,0.980,0.005,-3.601,9.399,-6.042
0.015,1.139,0.219,19.958,29.724,-4.089
0.163,0.954,0.078,-6.897,25.635,-6.775
0.192,0.848,0.083,9.460,39.673,-7.324
0.243,0.908,0.123,8.484,49.072,-6.836
0.254,1.053,0.128,17.944,60.608,-7.996
0.198,1.047,0.111,25.146,64.087,-5.066
0.142,0.922,0.064,18.188,67.383,4.395
0.196,0.941,0.059,12.573,71.472,9.216
0.185,0.957,0.048,7.996,61.707,6.653
0.131,0.938,0.021,5.005,49.561,2.869
0.092,0.940,-0.010,5.127,38.330,3.540
0.060,0.955,-0.036,-2.014,22.278,10.742
0.095,1.109,0.199,15.320,1.648,15.381
-0.010,1.043,0.183,-6.592,-18.311,13.245
-0.074,1.025,0.163,12.939,-20.996,12.756
-0.041,0.877,0.184,-1.221,-40.894,7.202
-0.060,0.837,0.090,12.024,-53.284,1.465
-0.077,1.007,0.149,32.471,-52.673,3.296
-0.038,1.005,0.210,32.837,-46.997,-0.549
0.023,0.931,0.105,33.569,-52.734,-8.667
0.004,0.883,0.258,33.142,-61.157,-15.381
0.104,0.821,-0.103,18.311,-65.857,-16.785
0.031,1.030,0.201,45.166,-38.147,-8.728
-0.017,1.012,0.245,46.387,-14.709,-10.254
-0.063,1.085,0.408,49.316,-15.259,-12.756
0.047,0.875,0.308,67.627,-3.540,-6.165
0.052,0.907,0.740,63.477,-9.033,2.747
0.025,0.797,0.441,68.665,5.920,2.502
-0.095,0.580,0.321,68.481,-0.427,2.686
--- Inicio de captura ---
-0.198,0.990,-0.028,-5.676,58.228,-6.836
-0.127,1.157,0.061,-5.798,56.335,-3.235
0.105,0.932,-0.012,6.348,53.345,-3.113
0.125,0.896,0.065,4.944,53.345,-5.432
0.141,0.915,0.085,6.836,62.378,-8.667
0.159,1.009,0.081,13.916,70.862,-11.536
0.114,1.023,0.013,23.437,72.998,-8.911
0.027,0.969,0.028,21.484,78.247,-2.319
0.062,0.943,-0.025,13.367,76.477,9.033
0.105,0.957,-0.031,7.019,71.228,12.146
0.096,0.959,-0.026,6.470,59.204,15.869
0.064,1.016,0.007,13.123,54.504,21.362
-0.033,0.957,0.031,15.991,46.570,29.480
