ax,ay,az,gx,gy,gz
-0.020,0.890,-0.437,2.930,1.404,0.977
-0.021,0.891,-0.437,3.113,1.526,1.160
-0.022,0.892,-0.437,3.174,1.587,0.854
-0.022,0.890,-0.437,3.113,1.282,0.977
-0.022,0.892,-0.435,3.174,1.526,1.160
-0.022,0.892,-0.436,3.235,1.343,1.160
-0.021,0.891,-0.434,3.174,1.526,1.099
-0.023,0.892,-0.436,3.296,1.465,0.977
-0.023,0.892,-0.435,2.808,1.160,1.038
-0.021,0.892,-0.443,2.319,1.160,1.526
-0.025,0.887,-0.445,1.526,0.916,1.404
-0.022,0.885,-0.428,3.540,0.488,0.732
-0.024,0.886,-0.431,2.075,1.282,0.977
-0.021,0.884,-0.430,1.770,1.160,0.977
-0.016,0.880,-0.430,0.061,1.892,1.038
-0.018,0.882,-0.440,-1.343,2.441,1.343
-0.020,0.875,-0.443,-2.625,2.197,1.099
-0.024,0.873,-0.454,-4.517,2.136,1.160
-0.027,0.867,-0.462,-5.920,1.465,0.549
-0.015,0.851,-0.465,-8.789,0.854,0.183
-0.028,0.865,-0.486,-12.390,1.099,1.160
-0.012,0.857,-0.520,-14.832,0.488,1.404
-0.009,0.843,-0.535,-12.390,-2.319,-0.732
-0.016,0.841,-0.549,-8.789,-2.197,-0.671
-0.033,0.844,-0.583,-5.188,-1.465,-0.916
-0.019,0.846,-0.571,-3.052,-0.366,-1.099
-0.002,0.837,-0.574,9.521,3.601,-2.991
-0.004,0.824,-0.576,16.418,4.822,-3.845
-0.002,0.790,-0.580,11.597,3.296,-3.906
-0.016,1.013,-0.476,-9.033,0.000,-1.038
0.009,0.804,-0.535,6.226,1.892,-0.854
0.003,0.879,-0.529,0.061,0.366,0.977
0.005,0.840,-0.524,4.150,-0.183,1.343
0.004,0.836,-0.545,2.747,0.061,1.343
0.005,0.836,-0.546,2.075,0.305,0.916
0.009,0.819,-0.553,3.357,1.343,0.977
0.010,0.844,-0.542,2.258,1.038,1.282
0.008,0.835,-0.544,4.456,1.404,1.038
0.006,0.832,-0.544,3.174,1.221,1.221
0.007,0.833,-0.548,3.357,1.404,1.099
0.009,0.834,-0.547,3.784,1.465,1.282
0.006,0.830,-0.544,3.540,1.709,1.160
0.005,0.831,-0.543,3.174,1.343,0.977
0.008,0.834,-0.544,3.296,1.221,1.099
0.008,0.834,-0.546,3.235,1.221,0.977
0.008,0.834,-0.545,2.930,1.221,1.160
0.008,0.834,-0.546,3.540,1.221,1.038
0.008,0.835,-0.543,2.991,1.343,1.099
0.007,0.837,-0.540,2.380,1.160,1.099
0.009,0.835,-0.543,2.930,1.160,1.221
0.010,0.834,-0.545,3.174,1.587,1.282
0.007,0.834,-0.545,3.052,1.465,1.343
0.009,0.833,-0.547,3.113,1.343,1.221
0.009,0.835,-0.546,3.357,1.465,1.160
0.008,0.834,-0.544,3.662,1.282,1.038
0.008,0.834,-0.544,3.479,1.343,1.038
0.010,0.835,-0.542,2.869,1.160,1.221
0.009,0.834,-0.544,3.113,1.465,1.282
0.009,0.836,-0.547,3.296,1.465,1.099
0.008,0.835,-0.545,3.357,1.282,1.160
0.010,0.835,-0.544,3.418,1.526,1.099
0.008,0.835,-0.543,3.174,1.343,1.221
0.008,0.834,-0.543,2.991,1.282,1.282
0.009,0.835,-0.544,3.113,1.282,1.343
0.007,0.835,-0.544,3.113,1.526,1.282
0.008,0.834,-0.543,3.052,1.465,1.099
0.009,0.835,-0.544,3.418,1.465,1.160
0.009,0.834,-0.544,3.174,1.343,1.099
0.008,0.835,-0.543,3.113,1.343,1.343
0.009,0.835,-0.543,3.052,1.221,1.099
0.009,0.835,-0.544,3.174,1.221,1.160
0.008,0.835,-0.542,3.052,1.404,1.221
0.007,0.834,-0.543,3.235,1.465,1.038
0.009,0.835,-0.543,3.296,1.282,1.038
0.010,0.835,-0.543,2.991,1.343,1.099
0.009,0.835,-0.543,3.235,1.343,1.099
0.009,0.834,-0.542,3.052,1.343,1.038
0.010,0.835,-0.543,3.052,1.160,1.221
0.009,0.836,-0.543,3.235,1.526,1.221
0.009,0.834,-0.543,2.869,1.282,1.160
0.008,0.832,-0.543,2.869,1.282,1.343
0.010,0.835,-0.545,3.174,1.221,1.831
0.004,0.832,-0.538,-0.122,0.183,2.991
0.005,0.834,-0.547,-4.639,-1.038,4.517
0.005,0.822,-0.561,-10.498,-0.793,6.104
0.002,0.813,-0.583,-7.385,0.793,5.188
-0.006,0.794,-0.582,-5.310,1.465,4.333
-0.005,0.791,-0.593,-4.333,0.305,2.563
-0.010,0.803,-0.594,-5.127,0.610,2.991
-0.006,0.802,-0.603,-6.958,-1.160,2.197
-0.007,0.792,-0.618,-4.639,-0.183,2.197
0.002,0.773,-0.625,-0.122,0.366,1.953
-0.011,0.800,-0.620,3.235,2.502,2.441
-0.000,0.780,-0.620,2.136,2.502,2.502
-0.004,0.777,-0.629,0.732,1.221,2.136
0.006,0.782,-0.639,3.784,1.648,1.648
-0.007,0.710,-0.671,36.316,4.333,-5.920
-0.017,1.274,-0.567,35.217,-2.747,-5.615
-0.022,0.844,-0.558,8.911,2.197,1.221
0.005,0.836,-0.514,20.081,-5.676,-0.366
0.017,0.799,-0.514,3.967,0.000,2.625
0.008,0.864,-0.570,5.371,1.343,4.883
-0.010,0.833,-0.538,13.428,6.165,3.540
0.009,0.858,-0.531,13.733,2.747,1.221
0.020,0.880,-0.509,18.860,1.587,0.305
-0.010,0.861,-0.478,15.686,2.319,1.526
-0.007,0.854,-0.452,11.902,2.991,1.953
-0.015,0.859,-0.454,10.986,2.747,1.953
-0.000,0.877,-0.440,7.935,2.991,2.075
-0.016,0.883,-0.450,6.653,3.418,1.343
-0.000,0.872,-0.425,5.615,1.831,0.427
-0.009,0.880,-0.451,3.540,2.563,1.038
-0.010,0.878,-0.449,3.601,2.014,0.610
-0.009,0.887,-0.454,2.441,2.197,0.793
-0.009,0.883,-0.457,1.709,1.770,1.587
-0.009,0.882,-0.450,1.526,1.587,1.404
-0.013,0.884,-0.453,1.648,1.709,1.404
-0.015,0.883,-0.453,1.282,1.709,1.343
-0.013,0.879,-0.454,0.977,2.197,1.587
-0.016,0.879,-0.459,0.305,2.136,1.770
-0.011,0.877,-0.468,0.671,2.136,1.709
-0.012,0.872,-0.461,0.122,1.831,1.160
-0.017,0.881,-0.478,-0.793,0.671,1.099
-0.018,0.871,-0.468,0.366,1.038,0.977
-0.016,0.872,-0.477,-0.610,1.831,1.404
-0.009,0.867,-0.483,-0.183,1.343,0.977
-0.015,0.867,-0.489,-0.488,1.831,0.977
-0.008,0.870,-0.494,-0.366,1.648,1.282
-0.019,0.864,-0.490,1.282,1.648,0.488
-0.018,0.855,-0.483,0.366,2.380,1.099
-0.022,0.865,-0.488,-2.380,3.540,2.441
-0.022,0.863,-0.508,-3.113,4.211,2.563
-0.016,0.856,-0.513,-0.916,2.441,1.587
-0.020,0.855,-0.520,-0.488,2.380,1.526
-0.022,0.852,-0.521,1.160,1.343,0.671
-0.020,0.856,-0.523,2.869,-0.122,-0.061
-0.017,0.852,-0.516,4.333,-0.854,-0.488
-0.008,0.843,-0.510,3.235,-1.770,-0.366
-0.010,0.849,-0.501,-0.488,-0.916,-0.610
-0.017,0.866,-0.536,0.061,-1.221,0.488
-0.015,0.845,-0.511,2.197,-0.366,0.366
-0.012,0.833,-0.523,-2.502,1.160,1.160
-0.008,0.847,-0.538,-1.099,1.343,1.831
-0.014,0.839,-0.531,0.305,2.319,1.282
-0.013,0.833,-0.535,-0.488,1.953,1.038
-0.010,0.831,-0.528,-0.916,1.953,1.465
-0.006,0.825,-0.533,-4.395,1.953,1.709
-0.013,0.830,-0.558,-5.432,1.526,1.526
-0.009,0.822,-0.570,-2.380,-0.061,0.916
-0.013,0.824,-0.572,-1.587,0.549,1.099
-0.010,0.820,-0.582,0.916,1.343,0.793
-0.014,0.818,-0.572,3.967,1.892,0.366
-0.010,0.815,-0.568,6.531,1.892,-1.160
-0.005,0.824,-0.565,7.568,2.197,-0.793
-0.003,0.832,-0.560,7.935,1.526,-1.282
-0.010,0.829,-0.557,7.996,1.831,-0.366
-0.002,0.829,-0.556,8.118,1.648,-1.160
-0.004,0.828,-0.549,8.362,1.831,-0.549
-0.001,0.833,-0.540,7.812,2.930,-1.465
-0.003,0.836,-0.544,4.700,1.770,-0.610
-0.001,0.849,-0.525,4.517,2.869,-1.099
0.000,0.856,-0.528,4.700,2.075,-1.404
-0.004,0.828,-0.542,0.122,1.587,0.305
0.002,0.799,-0.549,5.066,2.014,-0.305
0.006,0.824,-0.549,-5.188,-0.305,1.892
0.003,0.858,-0.536,0.427,0.183,1.160
0.001,0.828,-0.546,-0.977,-0.488,1.038
-0.001,0.839,-0.546,7.263,1.343,1.038
0.002,0.849,-0.531,3.235,1.953,-0.488
0.010,0.821,-0.546,2.930,2.258,-0.244
0.009,0.861,-0.538,-0.854,2.136,1.343
0.011,0.836,-0.551,4.089,1.404,0.977
0.006,0.813,-0.551,2.380,1.770,0.793
0.006,0.824,-0.547,2.991,1.160,1.465
0.007,0.834,-0.546,2.380,0.916,1.709
0.006,0.829,-0.550,1.404,1.221,1.343
0.005,0.830,-0.551,2.686,1.160,1.282
0.005,0.821,-0.555,2.808,0.977,0.977
0.010,0.832,-0.551,3.113,1.038,1.038
0.010,0.830,-0.551,3.296,1.160,1.282
0.008,0.831,-0.550,3.357,1.465,1.404
0.007,0.831,-0.550,3.174,1.526,1.282
0.006,0.829,-0.550,2.686,1.343,1.465
0.010,0.822,-0.544,0.549,0.366,1.709
0.014,0.822,-0.551,-4.150,-0.488,3.113
0.001,0.820,-0.567,-12.390,-2.869,4.883
0.009,0.858,-0.574,-18.433,-3.540,7.202
0.001,0.785,-0.609,-16.602,-1.648,5.981
0.003,0.772,-0.637,-16.724,0.122,5.005
-0.000,0.777,-0.664,-10.559,0.671,4.517
-0.007,0.768,-0.659,-4.700,0.122,3.296
0.001,0.790,-0.667,-1.343,-0.305,2.136
0.000,0.756,-0.669,-0.305,3.174,1.282
0.001,0.687,-0.703,28.259,3.174,1.465
-0.024,0.433,-0.545,81.238,0.427,-5.615
0.000,0.837,-0.524,29.053,-0.977,-0.916
0.003,0.882,-0.514,25.513,-2.136,-1.831
0.027,0.958,-0.547,26.306,-4.395,-3.174
0.001,1.003,-0.557,21.423,-5.737,0.977
0.050,0.847,-0.484,32.227,-15.747,-8.911
0.127,1.095,-0.510,32.898,-12.390,3.113
0.069,1.022,-0.479,43.823,-4.639,13.306
0.046,1.173,-0.405,69.885,6.287,28.931
-0.025,1.048,-0.227,82.947,5.737,22.461
-0.067,0.958,-0.056,71.838,5.432,14.771
-0.068,0.881,0.045,68.542,3.540,9.766
-0.101,0.969,0.065,35.522,-8.667,12.512
-0.095,0.976,0.091,33.997,-5.310,7.996
-0.117,0.983,0.107,32.837,-5.310,9.399
-0.135,0.946,0.164,26.184,-3.174,8.789
-0.139,0.946,0.157,16.235,-3.052,9.277
-0.139,0.966,0.159,14.954,-1.953,5.859
-0.161,0.920,0.161,10.620,3.052,3.357
-0.137,0.880,0.144,10.681,4.395,-1.831
-0.111,0.809,0.137,9.094,7.385,-2.747
-0.091,0.768,0.115,3.357,3.906,-2.258
-0.094,0.872,0.132,-6.897,-0.549,-5.859
-0.120,0.927,0.121,-11.230,0.732,-8.545
-0.042,0.888,0.090,0.427,1.587,-9.949
-0.027,1.024,0.089,-5.981,-4.700,-15.076
0.060,0.889,0.103,6.897,-7.874,-18.372
-0.045,0.764,0.100,2.197,-7.996,-10.620
-0.065,0.783,0.143,-19.409,-7.812,-15.320
0.004,0.906,0.059,-46.875,-18.799,-19.714
-0.100,1.169,0.156,-54.871,-20.447,-4.211
0.064,1.049,0.146,-16.479,3.418,-2.991
0.096,1.083,0.010,1.526,-1.343,0.061
0.036,0.890,-0.041,0.427,-5.188,-3.174
0.005,1.030,-0.043,-9.949,14.160,3.479
0.043,0.950,-0.005,-3.784,12.817,5.310
0.059,1.029,-0.011,-1.892,13.855,3.662
0.043,0.936,-0.032,5.188,19.104,3.845
0.052,1.036,-0.042,-7.202,12.329,3.662
0.083,0.979,-0.020,3.662,11.658,4.211
0.085,1.005,-0.030,1.526,8.057,4.456
0.056,0.983,-0.041,3.418,0.061,1.831
0.013,1.009,-0.028,4.089,-2.747,0.427
-0.007,0.985,-0.046,6.226,-2.380,0.000
-0.019,0.976,-0.035,6.165,-1.465,0.671
0.005,1.003,-0.057,4.150,-2.075,2.014
0.017,0.981,-0.065,9.033,-3.418,1.160
0.020,0.961,-0.044,10.071,-3.418,1.465
0.019,1.001,-0.054,7.629,-9.094,-1.160
0.012,0.973,-0.040,12.390,-7.202,2.747
0.000,0.984,-0.032,6.958,-5.798,0.488
0.001,0.950,-0.009,8.179,-5.798,0.122
-0.006,0.996,-0.014,4.761,-3.906,0.122
-0.017,0.970,-0.006,6.775,-0.305,-0.549
-0.005,0.990,-0.015,7.996,2.869,-0.061
0.020,0.963,-0.015,5.981,4.395,0.977
0.025,0.968,-0.000,2.502,4.578,0.366
0.029,0.986,0.000,2.686,3.357,0.427
0.021,0.983,-0.007,2.197,2.380,0.244
0.015,0.969,-0.001,3.113,3.662,0.793
0.013,0.993,-0.011,1.404,3.845,0.671
0.019,0.975,-0.002,4.150,5.920,1.282
0.024,0.983,-0.003,3.662,7.202,1.770
0.028,0.973,0.009,2.991,6.897,1.587
0.027,0.981,0.032,1.770,7.385,2.075
0.032,0.969,0.061,-0.183,6.958,3.418
0.038,0.941,0.075,-5.005,3.784,2.258
0.004,0.963,0.087,-11.169,0.427,-2.686
0.004,1.137,0.082,-3.784,-6.165,-8.972
-0.015,1.043,0.102,18.738,6.775,14.954
-0.077,1.007,0.126,39.124,13.794,29.907
0.012,0.673,0.046,48.096,11.414,29.236
0.023,0.922,-0.007,30.273,-5.981,31.433
-0.030,0.810,0.032,57.556,3.174,19.714
-0.037,0.746,0.016,28.503,-3.235,5.432
0.016,0.650,-0.025,9.033,6.897,6.287
-0.146,0.941,0.105,-5.005,4.761,-8.911
-0.073,0.958,0.140,-14.343,7.019,-6.226
-0.047,1.014,0.167,-10.376,-0.427,-2.197
-0.094,0.893,0.128,-21.301,3.113,-7.263
-0.096,0.971,0.122,-19.043,-1.953,-5.798
-0.106,0.894,0.079,-30.151,4.517,-5.188
-0.154,0.996,0.020,-31.433,7.690,-6.165
-0.079,0.961,0.030,-40.039,10.559,-3.845
0.042,1.181,-0.071,-41.992,7.812,-10.803
0.118,1.108,-0.130,-42.297,2.747,-14.343
0.039,1.144,-0.189,-37.231,-2.258,-9.338
0.088,1.092,-0.278,-27.344,0.549,-6.409
0.064,0.991,-0.302,-19.653,0.061,-6.653
0.075,0.998,-0.331,-13.245,-0.793,-0.427
-0.001,0.949,-0.299,-5.188,1.831,4.822
0.008,0.953,-0.313,-9.460,8.667,2.747
0.007,0.943,-0.333,-10.132,9.460,2.502
0.031,0.924,-0.347,-19.836,15.320,4.822
0.021,0.941,-0.367,-24.231,10.193,1.465
0.026,0.918,-0.403,-28.992,8.789,-0.671
0.034,0.919,-0.448,-27.283,3.601,-0.854
0.026,0.889,-0.470,-23.926,2.930,-2.991
0.006,0.891,-0.543,-22.705,4.578,-2.136
0.015,0.881,-0.552,-14.832,4.822,-1.648
0.014,0.846,-0.542,-10.010,6.042,-2.441
0.021,0.868,-0.571,-8.545,6.226,-0.061
0.044,0.846,-0.569,0.244,5.676,-1.160
0.020,0.838,-0.577,4.639,4.639,-2.502
0.020,0.793,-0.560,0.366,4.883,-0.671
0.013,0.827,-0.571,-4.822,7.874,0.793
0.021,0.816,-0.543,0.610,6.165,-0.671
0.021,0.865,-0.538,-2.380,7.385,-1.038
0.019,0.840,-0.529,7.202,3.601,0.183
0.020,0.817,-0.532,2.075,-0.183,2.014
0.018,0.823,-0.569,-2.075,-2.625,2.502
0.018,0.824,-0.587,0.122,-1.221,2.258
0.023,0.817,-0.576,5.676,0.305,1.099
0.018,0.828,-0.571,5.249,2.747,1.709
0.012,0.818,-0.557,5.371,1.526,0.977
0.017,0.821,-0.561,2.441,1.465,0.977
0.022,0.822,-0.563,2.075,1.526,0.916
0.026,0.824,-0.564,2.930,1.160,1.160
0.021,0.821,-0.563,3.540,0.610,1.221
0.020,0.821,-0.564,2.869,1.038,1.404
0.019,0.823,-0.566,2.686,1.221,1.465
0.019,0.821,-0.566,2.869,1.404,1.465
0.019,0.822,-0.566,3.357,1.770,1.465
0.020,0.821,-0.564,3.296,1.587,1.221
0.020,0.822,-0.563,3.174,1.526,1.343
0.021,0.822,-0.563,2.747,1.221,1.282
0.020,0.822,-0.565,2.808,0.854,1.282
0.018,0.820,-0.565,3.113,1.038,1.282
0.022,0.821,-0.566,2.991,1.465,1.221
0.022,0.822,-0.567,3.296,1.343,1.099
0.020,0.821,-0.564,3.357,1.648,1.343
0.018,0.823,-0.563,3.601,1.343,1.282
0.021,0.819,-0.562,2.991,1.343,1.160
0.020,0.823,-0.567,2.258,1.221,1.343
0.020,0.821,-0.568,2.991,1.282,1.160
0.020,0.822,-0.567,3.113,1.282,1.282
0.022,0.822,-0.563,3.906,1.404,1.343
0.021,0.822,-0.563,3.174,1.465,1.526
0.020,0.821,-0.564,2.747,1.526,1.404
0.018,0.819,-0.567,2.502,1.465,1.587
0.020,0.821,-0.567,3.235,1.526,1.221
0.020,0.821,-0.565,3.540,1.343,1.099
0.021,0.818,-0.561,2.808,1.038,1.160
0.018,0.823,-0.567,2.808,1.221,1.099
0.021,0.819,-0.564,2.686,1.160,1.221
0.021,0.822,-0.568,2.869,1.343,1.038
0.021,0.820,-0.566,3.357,1.282,1.221
0.021,0.821,-0.565,3.357,1.343,1.343
0.022,0.821,-0.566,3.235,1.282,1.160
0.020,0.820,-0.566,3.113,1.465,1.099
0.021,0.821,-0.566,3.052,1.404,1.221
0.021,0.824,-0.567,3.052,1.465,1.282
0.021,0.821,-0.566,3.235,1.404,1.160
0.021,0.822,-0.567,3.113,1.526,1.099
0.020,0.820,-0.565,3.357,1.465,1.099
0.020,0.821,-0.565,3.235,1.343,1.404
0.020,0.821,-0.566,3.357,1.343,1.343
0.021,0.820,-0.567,3.052,1.465,1.465
0.021,0.823,-0.566,3.235,1.526,1.282
0.020,0.820,-0.563,3.296,1.465,1.160
0.021,0.821,-0.564,2.747,1.343,1.343
0.021,0.821,-0.566,2.991,1.404,1.343
0.020,0.822,-0.565,3.296,1.282,1.282
0.020,0.820,-0.565,3.235,1.587,1.343
0.021,0.822,-0.565,3.235,1.465,1.160
0.019,0.820,-0.564,2.747,1.587,1.343
0.022,0.822,-0.567,2.930,1.282,1.221
0.020,0.819,-0.565,3.174,1.404,1.282
0.020,0.821,-0.566,3.113,1.465,1.282
0.021,0.822,-0.566,3.174,1.404,1.343
0.021,0.820,-0.565,3.113,1.526,1.282
0.020,0.822,-0.565,3.052,1.282,1.160
0.019,0.820,-0.565,3.113,1.465,1.343
0.020,0.822,-0.566,2.991,1.526,1.282
0.020,0.821,-0.566,3.296,1.404,1.343
0.020,0.821,-0.565,3.052,1.343,1.282
0.020,0.820,-0.564,2.869,1.343,1.221
0.021,0.822,-0.566,2.991,1.221,1.282
0.021,0.822,-0.566,2.991,1.343,1.282
0.021,0.823,-0.565,2.930,1.526,1.099
0.020,0.822,-0.567,2.808,1.404,1.038
0.021,0.821,-0.566,2.991,1.526,1.282
0.021,0.819,-0.566,3.418,1.404,1.099
0.020,0.821,-0.566,3.113,1.343,1.221
0.021,0.821,-0.566,3.052,1.404,1.221
0.021,0.820,-0.566,2.991,1.160,1.221
0.021,0.821,-0.566,2.991,1.404,1.221
0.020,0.820,-0.565,2.930,1.587,1.160
0.020,0.820,-0.566,3.174,1.160,1.160
0.021,0.821,-0.566,2.808,1.343,1.221
0.020,0.820,-0.566,2.747,1.343,1.160
0.020,0.820,-0.567,2.930,1.343,1.099
0.020,0.821,-0.567,2.991,1.282,1.160
0.021,0.821,-0.567,3.052,1.465,1.343
0.021,0.820,-0.566,3.113,1.343,1.221
0.020,0.818,-0.567,2.930,1.587,1.099
0.020,0.820,-0.567,3.296,1.526,1.343
0.021,0.819,-0.567,3.418,1.404,1.160
0.020,0.820,-0.567,3.235,1.404,1.282
0.021,0.820,-0.567,3.052,1.282,1.221
0.021,0.820,-0.566,3.052,1.282,1.282
0.021,0.819,-0.566,2.930,1.465,1.099
0.021,0.820,-0.566,2.991,1.404,1.160
0.021,0.821,-0.567,3.052,1.404,1.282
0.021,0.820,-0.567,2.991,1.465,1.221
0.020,0.820,-0.566,3.174,1.343,1.160
0.020,0.820,-0.567,3.113,1.343,1.282
0.021,0.820,-0.566,3.113,1.404,1.282
0.021,0.820,-0.567,3.052,1.282,1.221
0.021,0.820,-0.566,3.235,1.404,1.038
0.020,0.819,-0.567,3.113,1.404,1.221
0.022,0.821,-0.567,3.174,1.587,1.160
0.021,0.821,-0.568,3.113,1.465,1.160
0.021,0.820,-0.566,3.174,1.282,1.465
0.020,0.821,-0.566,3.052,1.404,1.282
0.020,0.820,-0.566,3.113,1.282,1.282
0.020,0.820,-0.568,3.052,1.343,1.282
0.021,0.820,-0.567,2.991,1.282,1.343
0.020,0.820,-0.565,2.930,1.343,1.404
0.021,0.819,-0.567,3.052,1.221,1.221
0.021,0.820,-0.566,3.235,1.404,1.404
0.020,0.820,-0.567,3.052,1.465,1.282
0.020,0.820,-0.566,2.869,1.343,1.221
0.021,0.819,-0.567,2.991,1.343,0.977
0.021,0.821,-0.567,3.113,1.282,1.221
0.021,0.821,-0.567,3.479,1.099,1.221
0.022,0.821,-0.565,3.052,1.526,1.343
0.021,0.821,-0.567,3.113,1.404,1.221
0.021,0.820,-0.568,3.174,1.404,1.221
0.020,0.820,-0.567,3.113,1.465,1.465
0.020,0.820,-0.566,3.113,1.282,1.099
0.020,0.819,-0.566,3.113,1.465,1.404
0.021,0.820,-0.566,2.808,1.221,1.343
0.020,0.820,-0.568,3.174,1.282,1.282
0.020,0.820,-0.566,3.296,1.465,1.221
0.021,0.820,-0.566,3.052,1.343,1.221
0.019,0.820,-0.566,2.869,1.221,1.221
0.021,0.821,-0.568,3.113,1.343,1.038
0.021,0.820,-0.567,3.052,1.221,1.343
0.018,0.819,-0.566,3.296,1.160,1.282
0.021,0.820,-0.567,2.869,1.465,1.343
0.020,0.820,-0.567,3.174,1.465,1.160
0.020,0.820,-0.568,2.869,1.282,1.343
0.021,0.822,-0.567,3.113,1.282,1.343
0.022,0.821,-0.567,3.235,1.709,1.343
0.020,0.819,-0.565,3.357,1.404,1.282
0.020,0.820,-0.566,3.113,1.404,1.343
0.021,0.820,-0.566,3.113,1.404,1.282
0.021,0.820,-0.567,2.930,1.404,1.343
0.020,0.820,-0.568,2.869,1.526,1.282
0.019,0.820,-0.567,3.052,1.343,1.343
0.022,0.817,-0.563,2.686,1.282,1.282
0.024,0.819,-0.566,1.709,0.366,1.343
0.017,0.807,-0.542,0.732,-0.244,1.892
0.021,0.819,-0.564,-5.432,-0.793,3.784
0.021,0.800,-0.576,-9.216,-2.258,4.456
0.023,0.806,-0.617,-11.841,-3.174,4.944
0.019,0.798,-0.639,-11.841,-2.502,4.517
0.019,0.786,-0.632,-1.038,-0.671,3.052
0.015,0.794,-0.631,5.127,0.305,3.052
0.015,0.809,-0.630,15.625,1.099,1.526
0.015,0.808,-0.608,15.381,1.099,1.953
0.017,0.808,-0.591,15.869,0.488,3.479
0.014,0.839,-0.589,16.296,-1.526,3.418
0.013,0.847,-0.577,19.958,-2.319,4.028
0.006,0.868,-0.565,28.931,-0.977,3.174
0.016,0.849,-0.551,37.170,-0.244,4.028
-0.001,0.913,-0.505,45.044,-1.831,5.127
0.012,0.884,-0.478,46.509,-2.563,3.113
0.004,0.971,-0.458,39.795,-4.456,-0.183
0.015,0.971,-0.518,34.973,-6.714,0.549
0.092,0.969,-0.411,33.142,-10.132,4.028
0.153,1.272,-0.556,65.674,1.160,18.066
-0.050,1.293,-0.236,73.120,8.118,31.494
-0.057,0.914,-0.145,72.693,9.644,22.339
-0.094,0.870,0.051,70.801,6.165,20.386
-0.144,1.004,0.048,28.259,-4.822,10.437
-0.088,1.006,0.043,27.710,-5.493,7.385
-0.102,0.956,0.041,28.992,0.244,9.644
-0.123,0.912,0.062,19.409,-2.136,2.808
-0.109,0.980,0.104,9.949,-5.432,-1.526
-0.119,0.933,0.093,16.724,-3.906,-2.136
-0.110,0.770,0.078,19.348,-2.014,-4.700
-0.110,0.828,0.095,4.944,-2.625,-5.859
-0.115,0.797,0.098,2.075,-1.404,-9.216
-0.036,0.855,0.108,1.709,-0.122,-13.794
-0.044,0.797,0.134,3.174,0.183,-11.108
-0.081,0.752,0.138,-5.066,1.221,-11.475
0.026,0.853,0.100,-13.794,-5.066,-23.437
-0.021,1.084,0.153,-17.639,5.310,-5.920
-0.035,0.927,0.108,-22.949,2.991,-2.869
0.020,0.951,0.040,-10.193,-0.793,-2.747
0.045,0.931,0.041,-23.376,13.306,-8.057
-0.012,1.082,0.066,-20.935,9.216,-6.653
0.012,1.033,-0.007,-10.315,-2.441,1.709
0.053,1.027,-0.048,-0.793,-3.845,4.822
0.019,0.990,-0.006,5.493,7.263,-1.160
0.017,0.953,-0.051,5.859,5.920,-3.601
0.037,1.012,-0.048,-4.333,-2.258,-0.427
0.028,1.001,-0.042,4.700,2.441,2.686
0.030,0.977,-0.059,7.690,3.113,1.099
0.037,0.959,-0.080,3.601,-0.305,0.427
0.042,1.002,-0.057,2.747,1.770,2.258
0.034,0.970,-0.057,6.104,3.601,1.038
0.034,0.974,-0.056,5.554,1.831,0.610
0.049,0.970,-0.069,0.549,0.488,0.854
0.046,0.979,-0.065,3.662,1.648,3.296
0.047,0.973,-0.052,2.319,2.075,1.343
0.039,0.978,-0.047,6.470,1.587,-0.305
0.043,0.908,-0.033,1.343,3.540,2.502
0.005,0.973,0.016,-9.644,9.216,3.418
0.061,0.794,-0.089,-7.568,6.775,4.211
0.041,1.030,-0.108,-46.631,-9.949,-12.085
0.108,1.530,0.013,11.841,-10.681,-14.343
0.062,0.975,-0.052,49.622,12.756,8.728
0.038,0.839,0.002,29.480,3.845,12.695
0.026,0.967,-0.004,9.094,-9.644,9.277
0.041,0.968,-0.022,11.780,-5.066,25.085
-0.010,0.893,-0.010,8.606,-5.981,13.977
0.014,1.129,-0.089,13.367,-4.639,25.696
-0.001,0.829,-0.018,25.208,-5.493,22.339
-0.047,0.925,-0.029,9.338,-0.244,17.334
-0.062,1.040,0.076,5.554,-0.732,11.047
-0.091,0.943,0.064,34.302,0.854,6.470
-0.056,0.934,-0.031,49.133,-6.714,12.573
-0.113,0.942,0.103,34.912,0.854,7.446
-0.159,0.999,0.135,30.762,-0.488,4.211
-0.075,0.793,0.086,35.950,2.319,9.644
-0.130,0.964,0.250,24.414,-4.028,6.042
-0.114,0.932,0.174,25.330,-1.892,1.770
-0.191,0.843,0.229,24.597,1.709,-6.226
-0.099,0.958,0.301,19.531,4.395,-0.183
-0.038,0.818,0.238,8.362,5.676,-0.244
-0.089,0.774,0.285,0.305,-0.488,-2.747
-0.164,0.838,0.234,-6.287,-0.488,-7.141
-0.099,0.612,0.233,-14.465,4.211,-5.676
-0.111,0.779,0.150,-27.893,9.949,-13.184
-0.116,0.853,0.139,-47.241,10.071,-6.958
-0.005,0.913,0.195,-48.157,8.850,-6.653
0.013,0.964,0.072,-46.936,6.226,-12.207
-0.074,1.049,0.042,-54.626,10.071,-7.385
-0.053,1.129,0.060,-53.345,7.507,-9.399
0.001,1.131,-0.013,-39.978,4.089,-11.230
0.031,0.868,-0.153,-46.021,2.197,-4.700
0.090,1.202,-0.238,-35.950,-4.211,-3.784
0.078,1.458,-0.684,-19.043,28.748,2.747
0.119,1.253,-0.328,35.522,51.331,22.461
